Reference Series Turning Points,,,,,,(1 sets for a Peak and -1 sets for a Trough),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,AUS,AUT,BEL,BRA,CAN,CHE,CHL,CHN,COL,CZE,DEU,DNK,ESP,EST,FIN,FRA,GBR,GRC,HUN,IDN,IND,IRL,ISL,ISR,ITA,JPN,KOR,LUX,LTU,LVA,MEX,NLD,NOR,NZL,POL,PRT,RUS,SVK,SVN,SWE,TUR,USA,ZAF,A5M,EMU,G4E,G7M,OEU,ONM,OTO,NAT
,Australia,Austria,Belgium,Brazil,Canada,Switzerland,Chile,China,Colombia,Czech Republic,Germany,Denmark,Spain,Estonia,Finland,France,United Kingdom,Greece,Hungary,Indonesia,India,Ireland,Iceland,Israel,Italy,Japan,Korea,Luxembourg,Lithuania,Latvia,Mexico,Netherlands,Norway,New Zealand,Poland,Portugal,Russia,Slovak Republic,Slovenia,Sweden,Turkey,United States,South Africa,Major Five Asia,Euro Area,Major Four Europe,Major Seven,OECD Europe,OECD + Major 6 non member countries,OECD Total,NAFTA
01-07-73,0,0,0,,0,0,,,,,0,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,,0,0,0,0,0,0,0
01-08-73,0,0,0,,0,0,,,,,0,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,,0,0,0,0,0,0,0
01-09-73,0,0,0,,0,0,,,,,0,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,1,0,0,0,,0,,,,0,0,0,0,,0,1,0,0,0,0,0
01-10-73,0,0,0,,0,0,,,,,0,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,,0,0,0,0,0,0,0
01-11-73,1,0,0,,0,0,,,,,0,0,0,,1,0,0,0,,,,0,0,,0,0,0,0,,,0,0,0,0,,1,,,,0,-1,0,0,,0,0,0,1,0,0,0
01-12-73,0,0,0,,0,0,,,,,0,0,0,,0,0,0,0,,,,0,0,,0,0,1,0,,,0,0,0,0,,0,,,,0,0,0,0,,0,0,0,0,0,0,0
01-01-74,0,0,0,,1,0,,,,,0,0,0,,0,0,0,0,,,,0,1,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,,1,0,0,0,0,0,0
01-02-74,0,1,0,,0,0,,,,,0,0,0,,0,1,0,0,,,,0,0,,1,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,,0,0,0,0,0,0,0
01-03-74,0,0,0,,0,1,,,,,0,0,0,,0,0,0,0,,,,0,0,,0,0,0,1,,,0,0,0,0,,0,,,,0,0,0,0,,0,0,0,0,0,0,0
01-04-74,0,0,1,,0,0,,,,,0,0,1,,0,0,0,0,,,,-1,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,,0,0,0,0,0,0,0
01-05-74,0,0,0,,0,0,,,,,0,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,0,1,0,1,,0,,,,0,0,0,0,,0,0,0,0,0,0,0
01-06-74,0,0,0,,0,0,,,,,0,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,1,,0,0,0,0,0,0,0
01-07-74,0,0,0,,0,0,,,,,0,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,,0,0,0,0,0,0,0
01-08-74,0,0,0,,0,0,,,,,0,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,,0,0,0,0,0,0,0
01-09-74,0,0,0,,0,0,,,,,0,0,0,,0,0,0,-1,,,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,,0,0,0,0,0,0,0
01-10-74,0,0,0,,0,0,,,,,0,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,,0,0,0,0,0,0,0
01-11-74,0,0,0,,0,0,,,,,0,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,,0,0,0,0,0,0,0
01-12-74,0,0,0,,0,0,,,,,0,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,1,0,0,0,,0,0,0,0,0,0,0
01-01-75,0,0,0,,0,0,,,,,0,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,,0,0,0,0,0,0,0
01-02-75,0,0,0,,0,0,,,,,0,0,0,,0,0,0,0,,,,0,0,,0,-1,-1,0,,,0,0,0,0,,0,,,,0,0,0,0,,0,0,0,0,0,0,0
01-03-75,0,0,0,,0,0,,,,,0,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,,0,0,0,0,0,0,0
01-04-75,0,0,0,,-1,0,,,,,0,0,0,,0,0,0,0,,,,1,0,,0,0,0,0,,,0,-1,0,0,,0,,,,0,0,-1,0,,0,0,0,0,0,0,-1
01-05-75,0,0,0,,0,0,,,,,0,-1,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,0,0,-1,0,,0,,,,0,0,0,0,,0,0,-1,0,-1,-1,0
01-06-75,0,-1,0,,0,0,,,,,-1,0,0,,0,0,0,0,,,,0,0,,-1,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,,-1,0,0,0,0,0,0
01-07-75,0,0,-1,,0,0,,,,,0,0,0,,0,-1,0,0,,,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,,0,-1,0,-1,0,0,0
01-08-75,0,0,0,,0,0,,,,,0,0,0,,0,0,-1,0,,,,0,0,,0,0,0,0,,,0,0,0,0,,-1,,,,0,0,0,0,,0,0,0,0,0,0,0
01-09-75,0,0,0,,0,0,,,,,0,0,0,,0,0,0,0,,,,0,0,,0,0,0,-1,,,0,0,0,0,,0,,,,0,0,0,0,,0,0,0,0,0,0,0
01-10-75,-1,0,0,,0,0,,,,,0,0,-1,,0,0,0,0,,,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,,0,0,0,0,0,0,0
01-11-75,0,0,0,,0,0,,,,,0,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,,0,0,0,0,0,0,0
01-12-75,0,0,0,,0,0,,,,,0,0,0,,0,0,0,0,,,,0,-1,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,,0,0,0,0,0,0,0
01-01-76,0,0,0,,0,-1,,,,,0,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,,0,0,0,0,0,0,0
01-02-76,0,0,0,,0,0,,,,,0,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,,0,0,0,0,0,0,0
01-03-76,0,0,0,,0,0,,,,,0,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,,0,0,0,0,0,0,0
01-04-76,0,0,0,,0,0,,,,,0,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,,0,0,0,0,0,0,0
01-05-76,0,0,0,,0,0,,,,,0,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,,0,0,0,0,0,0,0
01-06-76,0,0,0,,1,0,,,,,0,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,,0,0,0,0,0,0,0
01-07-76,0,0,1,,0,0,,,,,0,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,0,0,1,0,,0,,,,0,0,0,0,,0,0,0,0,0,0,0
01-08-76,1,0,0,,0,0,,,,,0,0,0,,0,0,0,0,,,,-1,0,,0,0,0,0,,,0,1,0,0,,0,,,,0,0,0,0,,0,0,0,0,0,0,0
01-09-76,0,0,0,,0,0,,,,,0,1,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,1,0,0,,0,0,0,0,0,0,0
01-10-76,0,0,0,,0,0,,,,,0,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,,0,0,0,0,0,0,0
01-11-76,0,0,0,,0,0,,,,,0,0,0,,0,0,0,0,,,,0,0,,1,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,,0,0,0,0,0,0,0
01-12-76,0,0,0,,0,0,,,,,0,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,,1,1,0,0,0,0,0
01-01-77,0,0,0,,0,0,,,,,0,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,,0,0,0,0,0,0,0
01-02-77,0,0,0,,0,0,,,,,0,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,,0,0,0,0,0,0,0
01-03-77,0,0,0,,0,0,,,,,0,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,,0,0,0,0,0,0,0
01-04-77,0,0,0,,0,0,,,,,0,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,,0,0,0,0,0,0,0
01-05-77,0,0,0,,0,0,,,,,0,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,0,-1,0,0,,0,,,,0,0,0,0,,0,0,0,0,0,0,0
01-06-77,0,0,0,,0,0,,,,,0,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,,0,0,0,0,0,0,0
01-07-77,0,0,0,,-1,0,,,,,0,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,-1,0,0,0,,0,,,,0,0,0,0,,0,0,0,0,0,0,0
01-08-77,0,1,-1,,0,0,,,,,0,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,,0,0,0,0,0,0,0
01-09-77,0,0,0,,0,0,,,,,0,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,,-1,-1,0,0,0,0,0
01-10-77,0,0,0,,0,0,,,,,0,0,0,,0,0,0,0,,,,0,0,,-1,0,0,0,,,0,0,0,0,,0,,,,-1,0,0,-1,,0,0,0,0,0,0,0
01-11-77,0,0,0,,0,0,,,,,0,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,,0,0,0,0,0,0,0
01-12-77,0,0,0,,0,0,,,,,0,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,,0,0,0,0,0,0,0
01-01-78,0,0,0,,0,0,,0,,,0,0,0,,-1,0,0,0,,,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0
01-02-78,-1,0,0,,0,0,,0,,,0,0,1,,0,0,0,0,,,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0
01-03-78,0,0,0,,0,0,,0,,,0,-1,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0
01-04-78,0,0,0,,0,0,,0,,,0,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0
01-05-78,0,-1,0,,0,0,,0,,,0,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0
01-06-78,0,0,0,,0,0,,0,,,0,0,0,,0,0,0,0,,,,1,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0
01-07-78,0,0,0,,0,0,,0,,,0,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0
01-08-78,0,0,0,,0,0,,0,,,0,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0
01-09-78,0,0,0,,0,0,,0,,,0,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0
01-10-78,0,0,0,,0,0,,0,,,0,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0
01-11-78,0,0,0,,0,0,,0,,,0,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,1,0,0,0,0,0,0,0,0,1
01-12-78,0,0,0,,0,0,,0,,,0,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0
01-01-79,0,0,0,,0,0,,-1,,,0,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0
01-02-79,0,0,0,,0,0,,0,,,0,0,0,,0,0,0,1,,,,0,0,,0,0,0,0,,,0,0,-1,0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0
01-03-79,0,0,0,,0,0,,0,,,0,0,0,,0,0,0,0,,,,0,0,,0,0,1,0,,,0,0,0,0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0
01-04-79,0,0,0,,0,0,,0,,,0,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0
01-05-79,0,0,0,,0,0,,0,,,0,0,-1,,0,0,0,0,,,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0
01-06-79,0,0,0,,0,0,,0,,,0,0,0,,0,0,1,0,,,,0,0,,0,1,0,0,,,0,0,0,0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0
01-07-79,0,0,0,,0,0,,0,,,0,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0
01-08-79,0,0,0,,0,0,,0,,,0,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,1,0,0,1,0,0,0,0
01-09-79,0,0,0,,0,0,,0,,,0,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,0,0,0,0,0,0,1,0
01-10-79,0,0,0,,0,0,,0,,,0,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,0,0,0,0,0,1,0,0
01-11-79,0,0,0,,0,0,,0,,,1,0,0,,0,0,0,0,,,,0,0,,0,0,0,1,,,0,1,0,0,,0,,,,0,0,0,0,0,0,1,0,0,0,0,0
01-12-79,0,0,0,,0,0,,0,,,0,1,0,,0,1,0,0,,,,0,0,,1,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,0,0,0,0,1,0,0,0
01-01-80,0,1,0,,0,0,,0,,,0,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,1,0,0,0,0,1,0,0,0,0,0,0
01-02-80,0,0,0,,0,0,,1,,,0,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,0,0,1,0,,1,,,,0,0,0,0,0,0,0,0,0,0,0,0
01-03-80,0,0,1,,0,0,,0,,,0,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0
01-04-80,0,0,0,,0,0,,0,,,0,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0
01-05-80,0,0,0,,0,0,,0,,,0,0,1,,0,0,0,0,,,,0,0,,0,-1,0,0,,,0,0,0,0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0
01-06-80,0,0,0,,0,0,,0,,,0,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0
01-07-80,0,0,0,,0,0,,0,,,0,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,-1,0,0,0,0,0,0,0,0,0,-1
01-08-80,0,0,0,,0,0,,0,,,0,0,0,,1,0,0,0,,,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0
01-09-80,0,0,0,,0,0,,0,,,0,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0
01-10-80,0,0,0,,0,0,,0,,,0,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0
01-11-80,0,0,0,,0,0,,0,,,0,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0
01-12-80,0,0,0,,0,0,,0,,,0,0,0,,0,0,0,0,,,,0,0,,0,0,-1,0,,,0,0,0,0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0
01-01-81,0,0,0,,0,0,,0,,,0,0,0,,0,-1,0,0,,,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0
01-02-81,0,0,0,,0,0,,0,,,0,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0
01-03-81,0,0,0,,0,0,,0,,,0,0,0,,0,0,-1,-1,,,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0
01-04-81,0,0,0,,0,0,,0,,,0,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,1
01-05-81,0,0,0,,1,0,,0,,,0,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0
01-06-81,0,0,0,,0,0,,0,,,0,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0
01-07-81,0,0,0,,0,1,,0,,,0,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0
01-08-81,1,0,0,,0,0,,0,,,0,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,1,0,0,0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0
01-09-81,0,0,0,,0,0,,0,,,0,-1,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,1,0,0,0,0,0,0,0,0
01-10-81,0,-1,0,,0,0,,0,,,0,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0
01-11-81,0,0,0,,0,0,,0,,,0,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0
01-12-81,0,0,0,,0,0,,0,,,0,0,0,,0,0,0,1,,,,0,1,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0
01-01-82,0,0,0,,0,0,,0,,,0,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0
01-02-82,0,0,0,,0,0,,0,,,0,0,0,,-1,0,0,0,,,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0
01-03-82,0,0,0,,0,0,,0,,,0,0,0,,0,0,0,0,,,,0,0,,0,1,0,0,,,0,0,0,0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0
01-04-82,0,0,0,,0,0,,0,,,0,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0
01-05-82,0,0,0,,0,0,,0,,,0,0,0,,0,1,0,0,,,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0
01-06-82,0,0,0,,0,0,,0,,,0,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0
01-07-82,0,0,0,,0,0,,0,,,0,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0
01-08-82,0,0,0,,0,0,,0,,,0,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0
01-09-82,0,0,0,,0,0,,0,,,0,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0
01-10-82,0,0,0,,0,0,,0,,,-1,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,0,0,-1,0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0
01-11-82,0,0,0,,-1,0,,-1,,,0,0,0,,1,0,0,0,,,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,-1,0,0,0,-1,-1,-1,0,0,0
01-12-82,0,0,0,,0,0,,0,,,0,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,0,-1,0,0,,0,,,,0,0,0,0,0,-1,0,0,0,-1,-1,-1
01-01-83,0,0,0,,0,0,,0,,,0,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0
01-02-83,0,0,0,,0,0,,0,,,0,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,0,0,0,-1,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0
01-03-83,0,0,0,,0,0,,0,,,0,0,0,,0,0,0,0,,,,0,0,,-1,0,0,-1,,,0,0,0,0,,0,,,,0,0,0,0,-1,0,0,0,0,0,0,0
01-04-83,-1,0,0,,0,0,,0,,,0,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,-1,0,0,-1,0,0,0,0,0,0,0,0
01-05-83,0,0,0,,0,0,,0,,,0,0,0,,0,0,0,-1,,,,0,0,,0,-1,0,0,,,0,0,0,0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0
01-06-83,0,0,0,,0,0,,0,,,0,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,-1,0,0,0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0
01-07-83,0,0,0,,0,0,,0,,,0,0,0,,0,0,0,0,,,,-1,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0
01-08-83,0,0,0,,0,0,,0,,,0,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0
01-09-83,0,1,0,,0,-1,,0,,,0,0,0,,0,0,0,0,,,,0,-1,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0
01-10-83,0,0,0,,0,0,,0,,,0,0,0,,0,0,1,0,,,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0
01-11-83,0,0,0,,0,0,,0,,,0,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0
01-12-83,0,0,0,,0,0,,0,,,0,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0
01-01-84,0,0,0,,0,0,,0,,,0,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0
01-02-84,0,0,0,,0,0,,0,,,0,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,1,0,0,0,0,0,0,0,0,0,0,0
01-03-84,0,0,0,,0,0,,0,,,0,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0
01-04-84,0,0,0,,0,0,,0,,,0,0,0,,0,0,0,0,,,,0,0,,0,0,1,0,,,0,0,0,0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0
01-05-84,0,0,0,,0,0,,0,,,0,0,0,,0,0,0,0,,,,0,0,,0,0,0,1,,,0,0,0,0,,-1,,,,0,0,0,1,0,0,0,0,0,0,0,0
01-06-84,0,-1,0,,0,0,,0,,,0,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,1,0,0,0,0,0,0,0,0,0,0
01-07-84,0,0,0,,0,0,,0,,,0,0,0,,0,0,-1,0,,,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,1,0,0,0,0,0,0,0,0,0
01-08-84,0,0,0,,0,0,,0,,,0,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0
01-09-84,0,0,0,,0,0,,0,,,0,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0
01-10-84,0,0,0,,0,0,,0,,,0,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0
01-11-84,0,0,0,,0,0,,0,,,0,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0
01-12-84,0,0,0,,0,0,,0,,,0,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0
01-01-85,0,0,0,,0,0,,0,,,0,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,0,0,0,1,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0
01-02-85,0,0,0,,0,0,,0,,,0,0,0,,0,0,0,0,,,,1,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0
01-03-85,0,0,0,,0,0,,0,,,0,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0
01-04-85,0,0,0,,0,0,,1,,,0,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0
01-05-85,0,0,0,,0,1,,0,,,0,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,0,0,0,0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0
01-06-85,0,0,0,,0,0,,0,,,0,0,0,,0,0,0,0,,,,0,0,,0,0,0,-1,,,0,0,0,0,,0,,,,0,0,0,0,1,0,0,0,0,0,0,0
