Database,Units,Series_Code,Country,Descriptor,1970A1,1971A1,1972A1,1973A1,1974A1,1975A1,1976A1,1977A1,1978A1,1979A1,1980A1,1981A1,1982A1,1983A1,1984A1,1985A1,1986A1,1987A1,1988A1,y_1989,y_1990,y_1991,y_1992,y_1993,y_1994,y_1995,y_1996,y_1997,y_1998,y_1999,y_2000,y_2001,y_2002
"World Economic Outlook, May 2001",Annual percent change,W686PCPI%,MOROCCO,Inflation,1.3,4.09,3.78,4.14,17.53,7.87,8.51,12.6,9.72,8.33,9.41,12.49,10.53,6.21,12.45,7.73,8.73,2.7,2.37,3.14,6.03,8.99,5.74,5.18,5.14,6.12,2.99,1.04,2.74,0.69,2.04,2.82,2.25
"World Economic Outlook, May 2001",Annual percent change,W688PCPI%,MOZAMBIQUE,Inflation,2,2,2,2,2,2,2,2,2,2,2,4.2,17.69,28.2,30.04,30.78,40.49,164.11,58.51,42.08,43.72,33.26,45.08,42.25,63.12,54.43,44.61,6.38,0.56,3.12,12.28,n.a.,n.a.
"World Economic Outlook, May 2001",Annual percent change,W518PCPI%,MYANMAR,Inflation,-4.01,2.09,7.64,25.3,25.18,31.58,22.39,-1.15,-3.96,5.71,-0.1,1.4,5.23,5.91,5.24,6.26,14.74,17.63,23.98,23.82,21.91,29.13,22.29,33.57,22.44,28.92,20.02,33.9,49.1,11.4,10.3,n.a.,n.a.
"World Economic Outlook, May 2001",Annual percent change,W728PCPI%,NAMIBIA,Inflation,5.59,6.53,9.5,11.6,13.52,11.24,11.13,10.19,13.08,13.78,13.84,14.76,15.54,12,9.1,11.94,13.38,12.62,12.53,15.46,12.02,11.9,17.73,8.53,10.76,10.01,8.01,8.83,6.21,8.56,4.5,n.a.,n.a.
"World Economic Outlook, May 2001",Annual percent change,W558PCPI%,NEPAL,Inflation,15.23,-2.02,8.38,11.43,19.82,7.59,-3.11,9.9,12.71,3.58,10.88,15.47,10.4,-10.9,4.1,3.75,18.98,10.82,10.53,10.23,7.38,15.14,19.3,5.86,9.08,8.7,9.15,8.1,8.4,11.4,3.4,n.a.,n.a.
"World Economic Outlook, May 2001",Annual percent change,W138PCPI%,NETHERLANDS,Inflation,3.73,7.48,7.79,8.01,9.61,10.21,9.06,6.47,4.08,4.21,6.55,6.8,5.9,2.9,3.4,2.3,0,-1,0.5,1.1,2.5,3.1,3.2,2.6,2.7,2,2.1,2.2,2,2,2.3,3.9,2.4
"World Economic Outlook, May 2001",Annual percent change,W353PCPI%,NETHERLANDS ANTILLES,Inflation,3.56,2.1,4.11,8.09,19.41,15.6,5.25,5.45,8.07,11.43,14.6,12.2,6.09,2.84,2.09,0.5,1.25,3.3,2.1,3.8,3.7,3.8,1.5,1.9,1.9,2.7,3.5,3.5,3.5,3.5,3.5,n.a.,n.a.
"World Economic Outlook, May 2001",Annual percent change,W196PCPI%,NEW ZEALAND,Inflation,6.55,10.45,6.92,8.12,11.25,14.53,16.79,14.59,11.9,13.7,17.09,15.35,15.63,6.89,6.1,27.24,12.97,15.47,3.68,-1.57,6.23,3.1,2.11,1.72,1.81,2.38,2.27,1.75,1.56,1.09,2.7,2.76,2.06
"World Economic Outlook, May 2001",Annual percent change,W278PCPI%,NICARAGUA,Inflation,26.67,27.37,26.86,27.04,13.33,7.69,2.73,11.45,4.59,75.69,35.14,23.8,24.86,31.07,35.45,219.46,681.63,911.92,14315.8,4709.3,3127.5,7755.3,40.5,20.4,7.7,11.18,11.62,9.22,13.05,11.21,9.7,n.a.,n.a.
"World Economic Outlook, May 2001",Annual percent change,W692PCPI%,NIGER,Inflation,0.8,4.18,9.77,11.73,3.34,9.15,23.55,23.32,10.11,9.9,7.32,24.3,10.4,1.62,8.41,-1.07,-3.25,-6.64,0.6,-0.82,-2.03,1.5,-5.91,-0.63,24.78,11.18,5.34,2.95,4.55,2.9,2.9,n.a.,n.a.
"World Economic Outlook, May 2001",Annual percent change,W694PCPI%,NIGERIA,Inflation,13.76,16,3.46,5.4,12.67,33.87,24.3,13.84,21.71,11.71,9.97,20.81,7.7,23.21,39.58,5.52,5.36,10.2,34.5,50.47,7.36,13.01,44.59,57.16,57,72.8,29.3,8.5,10,6.6,6.94,12.47,7.77
"World Economic Outlook, May 2001",Annual percent change,W142PCPI%,NORWAY,Inflation,10.57,6.26,7.22,7.44,9.41,11.71,9.18,9.04,8.23,4.6,10.99,13.64,11.37,8.41,6.28,5.67,7.19,8.73,6.7,4.56,4.11,3.42,2.34,2.27,1.4,2.46,1.26,2.58,2.26,2.33,3,2.8,2.5
"World Economic Outlook, May 2001",Annual percent change,W449PCPI%,OMAN,Inflation,6.44,6.44,6.44,6.44,6.44,6.44,6.44,6.44,6.4,9.28,10.01,6.4,2.54,-2.07,-7.36,-3.97,7.64,2.56,1.59,1.56,10.01,4.6,0.96,1.14,-0.66,-1.13,0.29,-0.19,-0.48,0.48,-1,n.a.,n.a.
"World Economic Outlook, May 2001",Annual percent change,W564PCPI%,PAKISTAN,Inflation,4.49,7.72,5.18,23.06,26.66,20.9,7.16,10.13,6.14,8.27,11.94,11.88,5.9,6.36,6.09,5.61,3.51,4.68,8.84,7.84,9.05,11.79,9.51,9.97,12.37,12.34,10.37,11.38,6.23,4.14,4.45,4.9,4.63
"World Economic Outlook, May 2001",Annual percent change,W283PCPI%,PANAMA,Inflation,3.13,1.92,5.41,6.86,16.27,5.88,3.95,4.59,4.2,7.99,13.81,7.3,4.25,2.1,1.58,1.03,-0.07,1,0.36,0.12,0.78,1.38,1.75,0.48,1.33,0.94,1.26,1.26,0.64,1.33,1.42,n.a.,n.a.
"World Economic Outlook, May 2001",Annual percent change,W853PCPI%,PAPUA NEW GUINEA,Inflation,0.65,3.58,6.44,8.41,23.13,10.5,7.8,4.36,5.78,5.8,12.07,8,5.56,7.94,7.42,3.68,5.47,-7.25,17.49,4.47,6.96,6.97,4.31,4.97,2.85,17.28,11.63,3.94,13.59,14.93,16.15,n.a.,n.a.
"World Economic Outlook, May 2001",Annual percent change,W288PCPI%,PARAGUAY,Inflation,-0.68,4.79,9.48,12.54,25.2,6.85,4.61,9.2,10.59,28.26,22.42,13.97,6.77,13.43,20.31,25.21,31.74,21.81,22.59,26.42,38.16,24.28,15.12,18.26,20.6,13.39,9.8,6.95,11.55,6.75,8.98,n.a.,n.a.
"World Economic Outlook, May 2001",Annual percent change,W293PCPI%,PERU,Inflation,5.03,6.79,7.22,9.49,16.89,23.62,33.48,38.05,57.85,66.69,59.15,75.43,64.45,111.13,110.18,164.52,78.05,86.3,667.28,3398.51,7485.78,409.5,73.53,48.58,23.74,11.13,11.54,8.55,7.26,3.47,3.8,3.3,2.4
"World Economic Outlook, May 2001",Annual percent change,W566PCPI%,PHILIPPINES,Inflation,15.28,21.39,8.2,16.58,34.15,6.76,6.2,10.63,6.9,16.77,17.36,17.61,8.94,0.79,53.23,23.31,-1.32,3.74,8.82,12.69,15.7,18.49,8.59,6.88,8.36,8.03,9.01,5.94,9.7,6.63,4.3,6.1,5.8
"World Economic Outlook, May 2001",Annual percent change,W964PCPI%,POLAND,Inflation,5.66,5.18,4.61,7.66,13.04,10.97,8.2,8.35,7.15,8.96,9.4,21.21,100.83,22.12,15.01,15.11,17.79,25.23,60.2,251.1,585.8,70.3,43,35.3,32.2,27.88,19.9,14.9,11.8,7.3,10.1,7,5
"World Economic Outlook, May 2001",Annual percent change,W182PCPI%,PORTUGAL,Inflation,3.91,4.34,5.45,6.95,12.68,12.77,9.2,7.07,4.47,4.47,6.83,19.9,22.67,25.08,29.29,19.39,11.62,9.49,9.51,11.6,13.4,11.4,8.9,6.5,5.2,4.1,2.93,1.89,2.22,2.17,2.8,3.8,2.3
"World Economic Outlook, May 2001",Annual percent change,W453PCPI%,QATAR,Inflation,20.03,20.03,20.03,20.03,20.03,20.03,20.03,20.03,10.03,6.01,6.84,8.46,5.7,2.7,1.14,1.13,1.9,4.49,4.82,3.3,4.55,2.91,2.99,-0.85,1.36,2.97,7.14,2.68,2.92,2.2,2.45,n.a.,n.a.
"World Economic Outlook, May 2001",Annual percent change,W968PCPI%,ROMANIA,Inflation,0.6,0.6,0,0.7,1.09,0.2,0.5,0.6,2,1.86,1.52,2.2,16.93,4.69,-0.32,-0.2,0.7,1.1,2.6,0.9,127.9,161.12,210.39,256.11,136.74,32.27,38.81,154.76,59.1,45.8,45.7,34.2,16.4
"World Economic Outlook, May 2001",Annual percent change,W922PCPI%,RUSSIA,Inflation,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,5.6,92.7,1734.73,874.66,307.38,197.43,47.57,14.68,27.66,85.72,20.81,17.65,12.27
"World Economic Outlook, May 2001",Annual percent change,W714PCPI%,RWANDA,Inflation,0.51,0.49,3.11,9.36,31.09,30.22,7.16,13.65,13.27,15.62,7.2,6.44,12.61,6.63,5.36,1.73,-1.1,4.15,2.91,1.04,4.2,19.6,9.5,12.5,64,22,8.9,11.69,6.84,-2.42,3.95,n.a.,n.a.
"World Economic Outlook, May 2001",Annual percent change,W862PCPI%,SAMOA,Inflation,3,4.63,7.7,12,24.92,8.79,4.9,14.61,2.06,11.12,33.05,20.51,18.3,16.46,11.86,-32.03,5.74,4.57,8.51,6.47,15.23,-1.82,9.03,1.71,12.09,-2.91,5.38,6.86,2.23,3,3,n.a.,n.a.
"World Economic Outlook, May 2001",Annual percent change,W716PCPI%,SAO TOME & PRINCIPE,Inflation,4.32,5.65,5.53,9.97,18.43,29.7,10.9,7.39,10.33,5.48,0.22,11.48,0.4,7,3.2,0.1,13.9,25,44.28,42.89,42.25,46.48,33.7,25.5,51.16,36.8,42.05,69.05,42.11,16.33,11.01,n.a.,n.a.
